Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2018-19,25,MEM,NBA,SF,43,1281,12.8,.569,.123,.232,4.1,18.1,11.0,15.0,2.1,2.7,16.0,12.6,,0.8,1.8,2.7,.100,,-1.6,2.4,0.8,0.9
2019-20,26,MEM,NBA,SF,67,1330,12.5,.534,.257,.236,4.7,17.6,11.3,15.9,1.9,2.4,15.3,13.5,,0.9,1.7,2.5,.091,,-1.5,2.0,0.5,0.9
2020-21,27,MEM,NBA,PF,69,1887,17.2,.578,.397,.280,2.9,19.5,11.1,18.3,2.1,2.7,10.4,18.5,,2.9,2.7,5.6,.143,,1.4,1.9,3.3,2.5
2021-22,28,MEM,NBA,PF,69,1484,14.4,.506,.232,.224,4.8,21.6,13.0,16.2,2.5,2.7,12.1,16.2,,1.0,2.5,3.5,.113,,-0.9,2.1,1.2,1.2
2022-23,29,MIN,NBA,PF,19,420,13.0,.593,.231,.319,3.5,16.2,10.1,16.1,2.0,3.6,20.0,12.9,,0.3,0.5,0.8,.093,,-0.6,1.5,0.9,0.3
1989-90,22,ORL,NBA,SG,81,1785,14.9,.536,.023,.351,6.1,12.7,9.3,10.5,1.8,1.0,13.7,22.1,,1.2,0.7,1.8,.049,,0.0,-1.0,-1.0,0.5
1990-91,23,ORL,NBA,SG,70,1971,15.1,.510,.068,.302,4.9,16.7,10.7,8.5,1.8,1.3,10.4,22.4,,1.2,1.9,3.1,.075,,0.0,0.3,0.3,1.1
1991-92,24,ORL,NBA,SG,60,2203,16.4,.509,.082,.291,4.8,14.9,9.7,12.4,2.2,0.9,9.7,24.5,,1.6,2.0,3.6,.078,,1.1,0.0,1.2,1.8
1992-93,25,ORL,NBA,SG,79,2920,17.3,.524,.188,.304,5.0,13.0,9.2,14.7,2.2,1.2,9.9,24.5,,4.0,3.7,7.7,.126,,2.0,0.8,2.8,3.5
1993-94,26,ORL,NBA,SG,81,2811,16.9,.549,.298,.237,4.6,14.3,9.5,15.7,2.4,0.7,12.4,20.2,,4.6,3.0,7.6,.129,,2.0,0.6,2.5,3.2
1994-95,27,ORL,NBA,SG,76,2588,17.5,.593,.467,.220,3.9,10.7,7.4,17.4,2.4,0.6,12.2,19.1,,5.7,2.6,8.3,.154,,3.4,0.7,4.0,3.9
1995-96,28,ORL,NBA,SG,77,2717,16.5,.562,.476,.265,4.0,13.5,8.9,15.6,2.3,1.2,12.3,19.1,,4.2,3.3,7.4,.131,,2.3,0.6,2.9,3.4
1996-97,29,ORL,NBA,SG,63,2163,13.8,.494,.559,.130,3.5,13.2,8.2,14.5,3.0,1.1,10.1,18.2,,1.3,2.9,4.2,.093,,0.2,1.6,1.8,2.1
1997-98,30,ORL,NBA,SF,58,1701,19.6,.529,.284,.264,6.6,14.1,10.3,14.1,2.3,1.0,9.2,25.0,,3.1,2.1,5.3,.149,,4.0,0.7,4.8,2.9
1998-99,31,ORL,NBA,SF,47,1581,15.3,.493,.433,.253,3.7,16.9,10.2,10.7,2.2,0.7,10.4,22.8,,1.3,2.6,3.9,.118,,1.5,0.6,2.1,1.7
1999-00,32,SAC,NBA,SG,72,2094,11.8,.479,.508,.097,4.1,12.8,8.4,8.6,2.2,0.5,10.4,18.1,,0.3,2.5,2.8,.064,,-0.6,0.3,-0.3,0.9
2000-01,33,SAC,NBA,SG,21,169,6.4,.333,.684,.000,2.0,13.7,8.0,11.0,3.0,1.6,10.9,16.7,,-0.3,0.3,0.0,-0.011,,-4.6,1.4,-3.2,-0.1
2001-02,34,MEM,NBA,SG,15,219,4.9,.375,.632,.118,0.5,16.3,8.4,10.2,1.4,1.9,14.9,19.5,,-0.6,0.2,-0.4,-0.080,,-5.2,-0.6,-5.9,-0.2
2008-09,20,NJN,NBA,PF,66,1312,13.6,.532,.464,.285,9.3,19.0,14.1,6.4,1.8,1.2,12.1,18.6,,1.3,1.2,2.5,.090,,-0.3,-0.9,-1.1,0.3
2009-10,21,ORL,NBA,PF,63,911,18.1,.574,.544,.211,9.2,16.2,12.8,7.1,1.4,1.1,11.7,24.4,,1.7,1.4,3.1,.161,,2.6,-0.3,2.3,1.0
2010-11,22,ORL,NBA,PF,64,1424,19.0,.591,.650,.223,10.8,18.1,14.5,6.2,1.1,2.1,7.8,20.4,,4.0,2.5,6.4,.216,,4.2,0.4,4.6,2.4
2011-12,23,ORL,NBA,PF,61,1964,21.2,.589,.557,.226,13.0,14.7,13.8,5.1,1.4,1.0,6.4,21.2,,7.0,1.9,8.9,.219,,5.2,-1.1,4.0,3.0
2012-13,24,NOH,NBA,PF,81,2503,18.1,.548,.500,.161,8.9,15.9,12.4,6.9,0.9,1.0,7.5,24.0,,5.7,0.8,6.5,.125,,4.1,-2.1,2.0,2.5
2013-14,25,NOP,NBA,PF,22,795,18.8,.572,.463,.175,9.5,11.3,10.4,3.6,0.7,0.7,5.0,22.9,,2.2,0.1,2.3,.138,,4.5,-3.2,1.4,0.6
2014-15,26,NOP,NBA,PF,61,1675,15.6,.524,.492,.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,,2.6,0.9,3.5,.100,,1.8,-2.1,-0.3,0.7
2015-16,27,NOP,NBA,PF,66,2008,17.2,.546,.385,.245,7.0,15.2,10.9,6.1,0.9,1.0,8.0,24.7,,3.1,0.8,3.9,.092,,2.2,-2.4,-0.2,0.9
2016-17,28,HOU,NBA,PF,72,2116,13.5,.583,.655,.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,,4.0,1.1,5.2,.117,,1.7,-2.0,-0.4,0.9
2017-18,29,HOU,NBA,PF,66,1725,12.6,.592,.706,.194,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,,3.1,1.7,4.8,.132,,0.9,-0.8,0.1,0.9
2018-19,30,TOT,NBA,PF,25,322,4.6,.414,.580,.232,6.1,12.5,9.2,7.8,0.6,0.3,15.5,12.0,,-0.3,0.0,-0.2,-0.035,,-4.5,-1.9,-6.4,-0.4
2018-19,30,PHO,NBA,PF,15,278,4.6,.423,.567,.233,5.5,12.5,9.0,8.1,0.5,0.3,15.4,12.1,,-0.2,0.0,-0.2,-0.039,,-4.5,-1.9,-6.3,-0.3
2018-19,30,MIA,NBA,PF,10,44,4.5,.354,.667,.222,9.7,12.1,10.9,5.8,1.1,0.0,16.8,11.6,,0.0,0.0,0.0,-0.009,,-4.6,-1.9,-6.5,0.0
2019-20,31,HOU,NBA,C,2,14,9.4,.357,.714,.000,0.0,52.9,26.2,20.4,3.3,0.0,12.5,23.7,,0.0,0.0,0.0,-0.037,,-3.3,0.5,-2.8,0.0
1996-97,23,UTA,NBA,SG,65,1066,10.4,.534,.148,.311,6.5,14.0,10.5,7.1,1.4,0.6,16.8,18.9,,0.1,1.2,1.2,.056,,-2.3,-1.4,-3.6,-0.4
1997-98,24,UTA,NBA,SG,82,1602,15.7,.586,.064,.370,7.1,10.3,8.8,9.4,2.2,0.8,13.5,19.5,,2.9,1.4,4.2,.127,,0.8,-0.1,0.7,1.1
1998-99,25,UTA,NBA,SG,50,1072,12.8,.511,.113,.344,6.0,8.8,7.5,9.7,2.0,0.7,13.6,21.6,,0.7,1.3,2.0,.088,,-1.0,-0.1,-1.2,0.3
1999-00,26,HOU,NBA,SF,82,2700,13.8,.567,.289,.325,3.9,11.9,8.0,14.3,1.8,0.8,17.9,17.6,,3.0,1.9,4.9,.087,,-0.3,-0.2,-0.5,1.1
2000-01,27,HOU,NBA,SG,82,2396,11.9,.528,.288,.319,3.6,12.3,8.0,12.5,1.8,1.2,16.3,15.4,,1.9,2.0,3.9,.078,,-1.1,0.7,-0.4,0.9
2001-02,28,NYK,NBA,SG,82,1596,8.0,.489,.378,.287,4.1,13.9,9.0,7.7,1.6,0.7,18.8,15.1,,-0.9,1.3,0.4,.013,,-3.0,0.3,-2.8,-0.3
2002-03,29,NYK,NBA,SF,82,1731,13.4,.553,.261,.354,4.2,13.2,8.6,8.3,2.2,0.8,15.5,19.6,,1.2,1.4,2.7,.074,,-0.6,0.2,-0.3,0.7
2003-04,30,NYK,NBA,SG,80,1974,10.1,.500,.227,.285,3.1,9.7,6.5,10.2,1.8,0.7,15.7,17.7,,0.2,1.5,1.7,.042,,-2.4,0.1,-2.4,-0.2
2004-05,31,TOT,NBA,SFSG,66,1171,9.0,.518,.134,.304,4.3,14.4,9.5,8.7,1.8,0.9,16.9,11.8,,0.5,1.6,2.1,.085,,-3.1,1.5,-1.6,0.1
2004-05,31,NYK,NBA,SG,1,20,-6.5,.000,.500,.000,5.8,0.0,2.9,0.0,0.0,0.0,33.3,6.8,,-0.1,0.0,-0.1,-0.172,,-9.8,-4.8,-14.6,-0.1
2004-05,31,MIA,NBA,SF,65,1151,9.2,.522,.130,.307,4.2,14.6,9.6,8.8,1.8,0.9,16.7,11.9,,0.5,1.6,2.2,.090,,-3.0,1.6,-1.4,0.2
2005-06,32,MIA,NBA,SF,48,638,6.2,.470,.151,.143,3.5,11.1,7.5,6.9,1.4,0.7,15.2,11.4,,-0.1,0.7,0.5,.039,,-4.1,0.4,-3.7,-0.3
2005-06,19,CLE,NBA,C,6,9,15.5,.000,.000,.000,13.0,39.8,26.3,0.0,11.9,0.0,0.0,5.1,,0.0,0.0,0.0,.155,,-1.8,7.0,5.2,0.0
2017-18,19,IND,NBA,C,11,30,21.6,.558,.000,.667,19.0,15.0,16.9,0.0,1.7,8.9,14.7,20.3,,0.1,0.0,0.1,.165,,1.8,0.1,1.9,0.0
2018-19,20,IND,NBA,C,3,6,-6.0,.000,.000,.000,18.9,36.2,27.7,19.4,0.0,14.8,25.0,29.1,,-0.1,0.0,-0.1,-0.480,,-14.0,-2.3,-16.2,0.0
1997-98,23,DAL,NBA,C,41,680,13.2,.455,.069,.320,8.5,17.4,12.8,8.7,2.4,2.8,13.5,20.5,,-0.2,0.9,0.6,.044,,-3.4,0.6,-2.8,-0.1
1998-99,24,DAL,NBA,C,41,470,9.2,.418,.050,.345,8.3,14.9,11.6,9.3,2.1,2.0,14.0,18.2,,-0.2,0.4,0.3,.027,,-4.7,0.3,-4.4,-0.3
1999-00,25,CHI,NBA,C,73,1007,15.1,.512,.016,.404,10.3,22.5,16.3,13.2,1.5,1.8,15.7,23.1,,0.6,1.3,1.9,.090,,-2.1,-0.1,-2.3,-0.1
2013-14,19,MIL,NBA,SF,77,1897,10.8,.518,.282,.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,,0.1,1.1,1.2,.031,,-2.4,-0.1,-2.5,-0.2
2014-15,20,MIL,NBA,SG,81,2541,14.8,.552,.056,.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,,2.2,4.0,6.2,.117,,-1.2,1.2,0.0,1.2
2015-16,21,MIL,NBA,PG,80,2823,18.8,.566,.108,.404,4.6,20.0,12.4,20.0,1.7,3.4,14.8,22.3,,4.2,2.9,7.1,.121,,1.3,0.7,2.1,2.9
2016-17,22,MIL,NBA,SF,80,2845,26.1,.599,.143,.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,,7.9,4.5,12.4,.210,,4.9,2.4,7.3,6.7
2017-18,23,MIL,NBA,PF,75,2756,27.3,.598,.100,.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,,8.3,3.6,11.9,.207,,5.3,0.9,6.2,5.7
2018-19,24,MIL,NBA,PF,72,2358,30.9,.644,.163,.550,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,,8.9,5.5,14.4,.292,,6.3,4.1,10.4,7.4
2019-20,25,MIL,NBA,PF,63,1917,31.9,.613,.237,.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,,6.1,5.0,11.1,.279,,7.4,4.1,11.5,6.6
2020-21,26,MIL,NBA,PF,61,2013,29.2,.633,.201,.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,,6.9,3.3,10.2,.244,,6.2,2.8,9.0,5.6
2021-22,27,MIL,NBA,PF,67,2204,32.1,.633,.194,.615,6.6,30.4,18.7,31.7,1.6,4.0,12.2,34.9,,9.2,3.7,12.9,.281,,7.6,3.5,11.2,7.4
2022-23,28,MIL,NBA,PF,20,659,30.0,.598,.152,.569,6.5,28.4,17.7,33.9,1.2,2.5,12.0,39.0,,1.8,1.3,3.1,.224,,6.5,2.7,9.2,1.9
2018-19,21,DAL,NBA,PF,2,11,-0.9,.210,.000,1.333,0.0,9.7,4.9,0.0,8.8,0.0,17.4,22.5,,-0.1,0.0,-0.1,-0.247,,-12.6,-0.1,-12.7,0.0
2019-20,22,LAL,NBA,PF,5,20,16.3,.902,.000,.667,11.1,5.4,8.2,13.7,0.0,0.0,20.5,10.3,,0.1,0.0,0.1,.193,,0.2,-0.9,-0.7,0.0
2020-21,23,LAL,NBA,PF,15,56,0.0,.382,.000,1.300,8.1,29.9,19.1,2.3,1.7,6.4,41.2,20.7,,-0.3,0.1,-0.2,-0.174,,-13.3,0.8,-12.6,-0.1
2015-16,23,NYK,NBA,SF,2,6,32.9,.750,.250,.000,0.0,17.9,9.1,0.0,0.0,0.0,0.0,30.2,,0.0,0.0,0.0,.291,,3.7,2.2,5.9,0.0
2019-20,27,MIL,NBA,SF,20,129,12.2,.496,.208,.354,9.8,8.7,9.2,16.3,2.5,1.4,17.8,21.6,,-0.1,0.2,0.2,.070,,-4.6,1.4,-3.2,0.0
2020-21,28,MIL,NBA,SF,57,551,10.3,.523,.212,.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,,0.0,0.6,0.7,.057,,-3.7,0.2,-3.5,-0.2
2021-22,29,MIL,NBA,SF,48,473,12.5,.577,.109,.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,,0.4,0.5,0.9,.095,,-3.5,-0.1,-3.5,-0.2
2022-23,30,MIL,NBA,SF,12,44,0.8,.250,.250,.000,4.9,21.1,13.2,5.5,0.0,3.8,50.0,7.7,,-0.1,0.1,0.0,-0.054,,-8.1,0.8,-7.3,-0.1
2003-04,19,DEN,NBA,SF,82,2995,17.6,.509,.146,.358,6.8,12.1,9.4,13.8,1.7,1.0,12.7,28.5,,3.7,2.4,6.1,.098,,1.6,-1.6,0.1,1.6
2004-05,20,DEN,NBA,SF,75,2608,16.7,.526,.128,.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,,2.3,2.6,4.9,.090,,0.4,-1.6,-1.2,0.5
2005-06,21,DEN,NBA,SF,80,2941,22.0,.563,.097,.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32.0,,6.8,2.6,9.4,.153,,3.5,-0.9,2.7,3.5
2006-07,22,DEN,NBA,SF,65,2486,22.1,.552,.103,.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,,5.2,2.1,7.3,.140,,3.2,-1.3,1.9,2.5
2007-08,23,DEN,NBA,SF,77,2806,21.1,.568,.111,.398,7.0,14.9,11.0,16.1,1.7,1.0,12.7,30.2,,5.2,3.0,8.2,.140,,2.5,-0.9,1.6,2.5
2008-09,24,DEN,NBA,SF,66,2277,19.0,.532,.141,.388,5.6,17.0,11.5,18.1,1.7,0.8,12.3,31.5,,2.4,2.6,5.0,.105,,1.5,-1.0,0.5,1.5
2009-10,25,DEN,NBA,SF,69,2634,22.2,.548,.125,.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,,5.6,2.4,7.9,.145,,3.5,-1.2,2.3,2.9
2010-11,26,TOT,NBA,SF,77,2751,21.7,.557,.167,.403,5.0,18.3,11.8,14.7,1.2,1.3,10.4,32.0,,5.4,2.5,7.9,.138,,3.2,-1.2,1.9,2.7
2010-11,26,DEN,NBA,SF,50,1774,21.2,.547,.130,.431,5.2,19.3,12.4,14.3,1.2,1.3,11.0,32.5,,2.8,1.9,4.7,.127,,2.4,-1.0,1.4,1.5
2010-11,26,NYK,NBA,SF,27,977,22.8,.575,.233,.351,4.8,16.5,10.6,15.3,1.3,1.1,9.4,31.0,,2.6,0.6,3.2,.157,,4.6,-1.7,2.9,1.2
2011-12,27,NYK,NBA,SF,55,1876,21.1,.525,.198,.358,5.4,15.9,10.6,21.0,1.7,1.0,10.8,31.8,,3.7,2.6,6.2,.160,,3.8,-0.2,3.6,2.7
2012-13,28,NYK,NBA,PF,67,2482,24.8,.560,.278,.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,,7.5,2.0,9.5,.184,,6.0,-1.7,4.3,3.9
2013-14,29,NYK,NBA,PF,77,2982,24.4,.561,.253,.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,,8.1,2.5,10.7,.172,,5.8,-0.8,5.0,5.3
2014-15,30,NYK,NBA,SF,40,1428,21.5,.531,.222,.294,5.7,16.0,10.7,18.0,1.5,1.0,8.9,32.2,,2.2,0.6,2.9,.097,,4.9,-1.9,3.0,1.8
2015-16,31,NYK,NBA,SF,72,2530,20.3,.530,.237,.308,4.3,19.5,12.0,21.9,1.3,1.1,10.6,29.7,,3.9,2.5,6.4,.121,,3.8,-0.5,3.3,3.4
2016-17,32,NYK,NBA,SF,74,2538,17.9,.535,.303,.263,2.6,16.0,9.3,14.5,1.2,1.1,9.0,29.1,,3.2,1.5,4.7,.089,,2.3,-1.6,0.7,1.7
2017-18,33,OKC,NBA,PF,78,2501,12.7,.503,.406,.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,,1.2,2.5,3.7,.071,,-0.6,-1.3,-1.9,0.0
2018-19,34,HOU,NBA,PF,10,294,10.9,.513,.529,.182,3.3,17.3,10.2,2.6,0.7,2.0,5.8,20.5,,0.1,0.2,0.3,.048,,-1.3,-1.4,-2.7,-0.1
2019-20,35,POR,NBA,PF,58,1902,12.4,.525,.289,.206,3.9,16.1,10.1,6.4,1.2,1.2,10.5,21.2,,0.4,0.9,1.3,.033,,-1.8,-1.8,-3.6,-0.8
2020-21,36,POR,NBA,PF,69,1690,14.6,.547,.418,.198,2.0,11.8,6.8,9.2,1.3,2.0,6.7,23.1,,1.7,0.8,2.6,.073,,0.2,-1.3,-1.1,0.4
2021-22,37,LAL,NBA,PF,69,1793,14.8,.579,.549,.220,3.7,13.5,8.6,5.6,1.3,2.6,6.9,20.4,,2.2,1.4,3.6,.097,,0.4,-0.8,-0.5,0.7
2020-21,20,ORL,NBA,PG,47,1273,12.1,.496,.312,.237,3.0,15.4,9.0,24.2,1.1,1.3,14.8,24.3,,-0.9,0.9,0.0,-0.001,,-1.9,-1.4,-3.3,-0.4
2021-22,21,ORL,NBA,PG,65,2059,13.5,.519,.429,.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,,-0.1,1.7,1.6,.038,,-0.6,-0.6,-1.2,0.4
2022-23,22,ORL,NBA,PG,9,246,14.4,.511,.359,.252,2.4,16.0,9.3,20.3,2.0,1.5,8.8,22.2,,0.2,0.2,0.4,.080,,-0.6,0.7,0.0,0.1
1991-92,24,NYK,NBA,PG,82,1510,10.6,.443,.126,.363,2.5,7.7,5.2,28.6,2.0,0.4,16.3,17.4,,0.2,2.0,2.2,.070,,-2.7,0.8,-1.9,0.0
1992-93,25,NYK,NBA,PG,70,1699,13.7,.469,.072,.379,2.8,8.1,5.6,33.3,3.4,0.5,17.5,15.1,,1.0,3.6,4.6,.131,,-0.6,3.3,2.7,2.0
1993-94,26,NYK,NBA,PG,80,1994,13.0,.487,.280,.294,2.5,8.1,5.4,27.3,3.0,0.5,16.5,17.0,,1.6,3.9,5.5,.132,,-0.8,2.4,1.6,1.8
1994-95,27,NYK,NBA,PG,61,943,15.0,.570,.529,.259,0.9,6.8,4.0,27.4,2.8,0.6,14.9,18.6,,1.5,1.4,2.9,.147,,0.9,1.7,2.5,1.1
1995-96,28,VAN,NBA,PG,69,2096,18.6,.530,.347,.380,1.6,8.4,4.9,41.9,2.9,0.4,14.9,23.3,,2.9,1.9,4.8,.111,,2.6,0.4,2.9,2.6
1996-97,29,VAN,NBA,PG,65,1863,16.6,.526,.469,.351,1.5,10.0,5.7,36.1,3.8,0.2,18.1,17.8,,2.3,1.2,3.5,.090,,0.9,0.5,1.5,1.6
1997-98,30,SEA,NBA,PG,80,1021,16.8,.545,.456,.229,2.1,10.7,6.5,32.1,3.4,0.2,19.1,21.6,,1.4,1.3,2.7,.127,,1.8,0.8,2.5,1.2
1998-99,31,POR,NBA,PG,50,806,16.6,.550,.498,.355,2.1,6.8,4.5,21.1,4.4,0.3,15.9,19.6,,1.3,1.5,2.8,.165,,0.9,3.1,4.1,1.2
1999-00,32,POR,NBA,PG,82,1548,13.0,.551,.560,.274,1.4,8.4,5.1,20.5,2.0,0.4,15.4,16.4,,2.3,1.8,4.1,.128,,0.4,0.8,1.2,1.2
2000-01,33,POR,NBA,PG,58,856,12.0,.525,.628,.138,3.0,5.4,4.3,14.8,2.5,0.3,13.8,16.9,,0.9,0.7,1.6,.090,,0.0,0.1,0.1,0.5
2001-02,34,TOT,NBA,PG,60,1514,12.6,.460,.343,.192,1.7,8.5,5.1,30.8,2.7,0.2,15.4,18.6,,0.2,0.9,1.1,.036,,-1.4,-0.4,-1.9,0.1
2001-02,34,CHI,NBA,PG,36,961,14.2,.475,.314,.244,1.9,9.0,5.3,35.7,2.7,0.3,15.4,18.0,,0.6,0.6,1.2,.059,,-0.3,-0.2,-0.5,0.4
2001-02,34,MIL,NBA,PG,24,553,10.0,.436,.388,.112,1.3,7.6,4.6,22.4,2.7,0.1,15.4,19.7,,-0.4,0.3,0.0,-0.004,,-3.4,-0.8,-4.2,-0.3
2007-08,25,MIA,NBA,PF,24,498,8.8,.521,.000,.817,9.0,13.4,11.2,0.9,1.0,5.0,17.2,9.4,,0.1,0.4,0.6,.054,,-5.3,-0.3,-5.5,-0.4
2008-09,26,MIA,NBA,C,65,1048,9.3,.521,.000,.390,10.1,12.4,11.2,3.7,1.0,7.2,22.9,8.0,,0.4,1.4,1.7,.079,,-4.5,1.8,-2.7,-0.2
2009-10,27,MIA,NBA,C,80,1322,10.2,.546,.000,.579,11.0,11.1,11.1,1.3,0.8,6.7,18.4,8.7,,1.0,2.0,3.1,.111,,-3.4,1.7,-1.7,0.1
2010-11,28,MIA,NBA,C,75,1463,7.3,.583,.000,.737,9.0,12.4,10.8,2.2,0.4,5.0,21.5,5.3,,1.2,2.1,3.3,.107,,-3.2,1.6,-1.6,0.2
2011-12,29,MIA,NBA,C,64,1349,10.3,.598,.000,.467,9.2,12.8,11.1,1.0,1.4,5.1,19.7,7.8,,1.2,2.2,3.4,.122,,-2.0,1.6,-0.5,0.5
2012-13,30,MIA,NBA,C,62,566,10.4,.542,.000,.412,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,,0.4,0.8,1.2,.100,,-2.3,0.9,-1.3,0.1
2013-14,31,TOT,NBA,C,33,186,8.1,.394,.000,.250,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,,0.0,0.2,0.2,.044,,-4.2,-0.8,-5.0,-0.1
2013-14,31,MIA,NBA,C,12,37,8.0,.436,.000,.333,7.1,16.4,11.9,0.0,0.0,9.4,12.7,10.2,,0.0,0.0,0.0,.049,,-5.2,-0.3,-5.5,0.0
2013-14,31,BOS,NBA,C,21,149,8.1,.384,.000,.231,9.6,14.1,11.8,1.9,1.0,4.1,6.5,9.1,,0.0,0.1,0.1,.043,,-4.0,-0.9,-4.9,-0.1
2014-15,32,DET,NBA,C,49,406,14.7,.607,.000,.355,8.2,17.0,12.4,1.8,1.5,9.5,14.3,9.1,,0.5,0.7,1.2,.142,,-2.9,3.1,0.2,0.2
2015-16,33,DET,NBA,C,19,96,14.1,.666,.000,.800,8.8,15.4,11.9,1.4,1.1,9.5,12.9,7.0,,0.2,0.2,0.4,.177,,-2.9,3.3,0.4,0.1
2016-17,34,SAS,NBA,C,19,122,11.6,.640,.000,.500,7.6,20.9,14.4,3.4,0.8,4.0,17.0,8.7,,0.1,0.2,0.4,.141,,-3.5,1.4,-2.1,0.0
2013-14,31,ATL,NBA,C,50,925,11.7,.545,.582,.224,7.2,18.9,13.1,9.8,1.0,1.0,14.5,18.6,,0.5,0.9,1.4,.075,,-1.6,-0.7,-2.3,-0.1
2014-15,32,ATL,NBA,C,63,1037,9.5,.508,.584,.416,6.6,14.0,10.4,6.9,0.9,1.1,12.3,17.6,,0.5,1.0,1.5,.070,,-3.0,-1.2,-4.1,-0.6
2017-18,20,TOR,NBA,SF,74,1481,10.0,.587,.569,.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,,1.4,1.6,3.0,.098,,-1.2,0.6,-0.6,0.5
2018-19,21,TOR,NBA,SF,67,1352,9.8,.544,.500,.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,,0.3,1.7,2.0,.070,,-2.4,0.1,-2.4,-0.1
2019-20,22,TOR,NBA,SF,69,2066,13.2,.600,.403,.180,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,,2.1,3.7,5.7,.134,,-0.8,2.0,1.2,1.7
2020-21,23,TOR,NBA,SF,43,1433,15.4,.605,.503,.197,4.0,14.6,9.1,10.1,2.2,2.2,11.7,19.3,,1.5,1.6,3.1,.104,,0.8,0.4,1.2,1.2
2021-22,24,TOR,NBA,SF,48,1728,14.8,.549,.455,.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,,1.8,1.9,3.7,.104,,0.4,0.1,0.5,1.1
2022-23,25,TOR,NBA,SF,25,910,16.4,.571,.313,.245,4.2,14.1,8.9,9.0,3.1,2.4,13.2,22.4,,0.6,1.2,1.8,.097,,0.1,0.8,0.8,0.7
2015-16,23,ORL,NBA,PG,5,27,-4.8,.338,.375,.250,0.0,4.2,2.1,5.0,1.9,0.0,25.3,19.5,,-0.1,0.0,-0.1,-0.199,,-13.2,-2.0,-15.1,-0.1
2004-05,24,TOR,NBA,C,59,736,7.1,.492,.017,.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,,-0.4,0.7,0.3,.016,,-6.5,-0.8,-7.4,-1.0
2005-06,25,TOR,NBA,C,52,601,4.5,.385,.007,.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,,-1.2,0.4,-0.8,-0.066,,-6.7,-1.0,-7.7,-0.9
2006-07,26,UTA,NBA,C,28,248,8.3,.463,.000,.446,10.8,21.5,16.2,6.1,1.3,0.7,17.9,17.1,,-0.1,0.3,0.1,.027,,-4.3,-0.9,-5.2,-0.2
2002-03,22,MEM,NBA,PF,12,72,2.4,.340,.000,.900,9.5,17.0,13.3,6.1,0.0,2.9,20.0,21.8,,-0.3,0.0,-0.2,-0.158,,-8.8,-3.3,-12.0,-0.2
2003-04,23,TOT,NBA,CPF,32,256,5.6,.343,.000,.939,9.4,14.0,11.7,7.9,3.0,0.9,17.7,10.7,,-0.2,0.4,0.2,.039,,-6.7,2.2,-4.5,-0.1
2003-04,23,PHO,NBA,PF,1,6,-5.1,.266,.000,2.000,0.0,19.1,9.5,22.2,0.0,0.0,34.7,21.7,,0.0,0.0,0.0,-0.285,,-11.1,-2.0,-13.2,0.0
2003-04,23,ORL,NBA,PF,1,4,20.6,.347,.000,1.000,0.0,29.0,14.2,0.0,13.2,0.0,0.0,32.6,,0.0,0.0,0.0,-0.080,,0.1,5.5,5.6,0.0
2003-04,23,TOR,NBA,C,30,246,5.6,.346,.000,.900,9.8,13.6,11.7,7.7,2.9,0.9,17.7,10.0,,-0.2,0.4,0.2,.049,,-6.7,2.3,-4.4,-0.1
2017-18,23,CHI,NBA,PG,24,304,7.3,.550,.756,.146,0.3,8.8,4.4,15.5,2.1,0.0,23.0,8.1,,0.1,0.2,0.3,.040,,-4.7,0.6,-4.1,-0.2
